,layer,similarity
55391,layer_31,0.0057220458984375
55392,layer_0,0.00472259521484375
55393,layer_1,0.0279388427734375
55394,layer_2,0.059417724609375
55395,layer_3,0.05950927734375
55396,layer_4,0.0653076171875
55397,layer_5,0.0849609375
55398,layer_6,0.0034694671630859375
55399,layer_7,0.031341552734375
55400,layer_8,0.0216522216796875
55401,layer_9,0.016082763671875
55402,layer_10,0.042266845703125
55403,layer_11,0.00537872314453125
55404,layer_12,0.01898193359375
55405,layer_13,0.0086212158203125
55406,layer_14,0.041473388671875
55407,layer_15,0.0810546875
55408,layer_16,0.08184814453125
55409,layer_17,0.0189208984375
55410,layer_18,0.04827880859375
55411,layer_19,0.11737060546875
55412,layer_20,0.0496826171875
55413,layer_21,0.061492919921875
55414,layer_22,0.0009064674377441406
55415,layer_23,0.058746337890625
55416,layer_24,0.047637939453125
55417,layer_25,0.007579803466796875
55418,layer_26,0.025115966796875
55419,layer_27,0.055419921875
55420,layer_28,0.032470703125
55421,layer_29,0.1484375
55422,layer_30,0.038604736328125
55423,layer_31,0.01617431640625
55424,layer_0,0.07000732421875
55425,layer_1,0.00811004638671875
55426,layer_2,0.07208251953125
55427,layer_3,0.052581787109375
55428,layer_4,0.0760498046875
55429,layer_5,0.06903076171875
55430,layer_6,0.002605438232421875
55431,layer_7,1.823902130126953e-05
55432,layer_8,0.01145172119140625
55433,layer_9,0.02197265625
55434,layer_10,0.031829833984375
55435,layer_11,0.0018033981323242188
55436,layer_12,0.0204620361328125
55437,layer_13,0.00039958953857421875
55438,layer_14,0.0272674560546875
55439,layer_15,0.08001708984375
55440,layer_16,0.08843994140625
55441,layer_17,0.004180908203125
55442,layer_18,0.062225341796875
55443,layer_19,0.138916015625
55444,layer_20,0.0679931640625
55445,layer_21,0.08209228515625
55446,layer_22,0.01422119140625
55447,layer_23,0.03143310546875
55448,layer_24,0.0618896484375
55449,layer_25,0.0081329345703125
55450,layer_26,0.048431396484375
55451,layer_27,0.058502197265625
55452,layer_28,0.0592041015625
55453,layer_29,0.1688232421875
55454,layer_30,0.036468505859375
55455,layer_31,0.0230255126953125
55456,layer_0,0.028656005859375
55457,layer_1,0.045989990234375
55458,layer_2,0.08465576171875
55459,layer_3,0.06146240234375
55460,layer_4,0.068115234375
55461,layer_5,0.06964111328125
55462,layer_6,0.005748748779296875
55463,layer_7,0.024261474609375
55464,layer_8,0.0076446533203125
55465,layer_9,0.0118408203125
55466,layer_10,0.0380859375
55467,layer_11,0.001758575439453125
55468,layer_12,0.0158233642578125
55469,layer_13,0.002803802490234375
55470,layer_14,0.034912109375
55471,layer_15,0.09124755859375
55472,layer_16,0.08184814453125
55473,layer_17,0.0015573501586914062
55474,layer_18,0.06781005859375
55475,layer_19,0.1434326171875
55476,layer_20,0.0626220703125
55477,layer_21,0.08953857421875
55478,layer_22,0.031280517578125
55479,layer_23,0.034698486328125
55480,layer_24,0.055572509765625
55481,layer_25,0.01201629638671875
55482,layer_26,0.0599365234375
55483,layer_27,0.03369140625
55484,layer_28,0.08245849609375
55485,layer_29,0.1788330078125
55486,layer_30,0.060699462890625
55487,layer_31,0.01184844970703125
55488,layer_0,0.041778564453125
55489,layer_1,0.030029296875
55490,layer_2,0.06903076171875
55491,layer_3,0.05474853515625
55492,layer_4,0.0643310546875
55493,layer_5,0.0963134765625
55494,layer_6,0.0118560791015625
55495,layer_7,0.0025463104248046875
55496,layer_8,0.00933837890625
55497,layer_9,0.0212249755859375
55498,layer_10,0.0308837890625
55499,layer_11,0.0026302337646484375
55500,layer_12,0.0221710205078125
55501,layer_13,0.012725830078125
55502,layer_14,0.031982421875
55503,layer_15,0.0955810546875
55504,layer_16,0.08135986328125
55505,layer_17,0.0001373291015625
55506,layer_18,0.06591796875
55507,layer_19,0.1519775390625
55508,layer_20,0.0648193359375
55509,layer_21,0.089111328125
55510,layer_22,0.021697998046875
55511,layer_23,0.02508544921875
55512,layer_24,0.043121337890625
55513,layer_25,0.00450897216796875
55514,layer_26,0.06622314453125
55515,layer_27,0.03778076171875
55516,layer_28,0.08697509765625
55517,layer_29,0.1553955078125
55518,layer_30,0.068359375
55519,layer_31,0.04412841796875
55520,layer_0,0.0304718017578125
55521,layer_1,0.043060302734375
55522,layer_2,0.071044921875
55523,layer_3,0.0645751953125
55524,layer_4,0.0565185546875
55525,layer_5,0.0897216796875
55526,layer_6,0.0017795562744140625
55527,layer_7,0.0034465789794921875
55528,layer_8,0.0046844482421875
55529,layer_9,0.017822265625
55530,layer_10,0.040191650390625
55531,layer_11,0.0183868408203125
55532,layer_12,0.006511688232421875
55533,layer_13,0.0022144317626953125
55534,layer_14,0.0239715576171875
55535,layer_15,0.07958984375
55536,layer_16,0.080322265625
55537,layer_17,0.003650665283203125
55538,layer_18,0.073486328125
55539,layer_19,0.1505126953125
55540,layer_20,0.085693359375
55541,layer_21,0.09136962890625
55542,layer_22,0.01480865478515625
55543,layer_23,0.046417236328125
55544,layer_24,0.04461669921875
55545,layer_25,0.0212860107421875
55546,layer_26,0.055419921875
55547,layer_27,0.031524658203125
55548,layer_28,0.083984375
55549,layer_29,0.1597900390625
55550,layer_30,0.0689697265625
55551,layer_31,0.0019025802612304688
55552,layer_0,0.03948974609375
55553,layer_1,0.007015228271484375
55554,layer_2,0.0562744140625
55555,layer_3,0.05511474609375
55556,layer_4,0.0640869140625
55557,layer_5,0.07513427734375
55558,layer_6,0.00368499755859375
55559,layer_7,0.0161285400390625
55560,layer_8,0.0112152099609375
55561,layer_9,0.0169830322265625
55562,layer_10,0.045654296875
55563,layer_11,3.713369369506836e-05
55564,layer_12,0.0185394287109375
55565,layer_13,0.01194000244140625
55566,layer_14,0.047760009765625
55567,layer_15,0.08917236328125
55568,layer_16,0.10430908203125
55569,layer_17,0.0002913475036621094
55570,layer_18,0.0791015625
55571,layer_19,0.155029296875
55572,layer_20,0.0772705078125
55573,layer_21,0.0740966796875
55574,layer_22,0.0176544189453125
55575,layer_23,0.018524169921875
55576,layer_24,0.04119873046875
55577,layer_25,0.0206146240234375
55578,layer_26,0.05010986328125
55579,layer_27,0.05206298828125
55580,layer_28,0.073486328125
55581,layer_29,0.16357421875
55582,layer_30,0.0531005859375
55583,layer_31,0.01215362548828125
55584,layer_0,0.0291290283203125
55585,layer_1,0.019775390625
55586,layer_2,0.054412841796875
55587,layer_3,0.08966064453125
55588,layer_4,0.05560302734375
55589,layer_5,0.08258056640625
55590,layer_6,0.01280975341796875
55591,layer_7,0.005817413330078125
55592,layer_8,0.00942230224609375
55593,layer_9,0.01169586181640625
55594,layer_10,0.040924072265625
55595,layer_11,0.01641845703125
55596,layer_12,0.0126953125
55597,layer_13,0.00031495094299316406
55598,layer_14,0.036895751953125
55599,layer_15,0.09197998046875
55600,layer_16,0.09637451171875
55601,layer_17,0.003757476806640625
55602,layer_18,0.059906005859375
55603,layer_19,0.1370849609375
55604,layer_20,0.048187255859375
55605,layer_21,0.07733154296875
55606,layer_22,0.0171966552734375
55607,layer_23,0.025634765625
55608,layer_24,0.0489501953125
55609,layer_25,0.021087646484375
55610,layer_26,0.038787841796875
55611,layer_27,0.048248291015625
55612,layer_28,0.05145263671875
55613,layer_29,0.1734619140625
55614,layer_30,0.052001953125
55615,layer_31,0.020782470703125
55616,layer_0,0.064453125
55617,layer_1,0.01629638671875
55618,layer_2,0.070556640625
55619,layer_3,0.083740234375
55620,layer_4,0.043121337890625
55621,layer_5,0.041900634765625
55622,layer_6,0.01384735107421875
55623,layer_7,0.0168609619140625
55624,layer_8,0.0034236907958984375
55625,layer_9,0.002254486083984375
55626,layer_10,0.04229736328125
55627,layer_11,0.004695892333984375
55628,layer_12,0.007320404052734375
55629,layer_13,0.0036907196044921875
55630,layer_14,0.038787841796875
55631,layer_15,0.08660888671875
55632,layer_16,0.10284423828125
55633,layer_17,0.0108184814453125
55634,layer_18,0.076904296875
55635,layer_19,0.1502685546875
55636,layer_20,0.07568359375
55637,layer_21,0.08978271484375
55638,layer_22,0.035308837890625
55639,layer_23,0.010650634765625
55640,layer_24,0.0406494140625
55641,layer_25,0.0283355712890625
55642,layer_26,0.062744140625
55643,layer_27,0.04522705078125
55644,layer_28,0.0858154296875
55645,layer_29,0.18896484375
55646,layer_30,0.07012939453125
55647,layer_31,0.03179931640625
55648,layer_0,0.042694091796875
55649,layer_1,0.042724609375
55650,layer_2,0.06329345703125
55651,layer_3,0.0625
55652,layer_4,0.05169677734375
55653,layer_5,0.06182861328125
55654,layer_6,0.006511688232421875
55655,layer_7,0.02313232421875
55656,layer_8,0.0007605552673339844
55657,layer_9,0.0020618438720703125
55658,layer_10,0.055023193359375
55659,layer_11,0.0128631591796875
55660,layer_12,0.0102081298828125
55661,layer_13,0.0160980224609375
55662,layer_14,0.04443359375
55663,layer_15,0.07550048828125
55664,layer_16,0.0843505859375
55665,layer_17,0.0019521713256835938
55666,layer_18,0.057708740234375
55667,layer_19,0.134521484375
55668,layer_20,0.060394287109375
55669,layer_21,0.07391357421875
55670,layer_22,0.033935546875
55671,layer_23,0.0027904510498046875
55672,layer_24,0.037872314453125
55673,layer_25,8.225440979003906e-06
55674,layer_26,0.052734375
55675,layer_27,0.023193359375
55676,layer_28,0.051513671875
55677,layer_29,0.148193359375
55678,layer_30,0.022979736328125
55679,layer_31,0.0594482421875
55680,layer_0,0.048583984375
55681,layer_1,0.0304718017578125
55682,layer_2,0.06341552734375
55683,layer_3,0.074462890625
55684,layer_4,0.05322265625
55685,layer_5,0.07965087890625
55686,layer_6,0.033203125
55687,layer_7,0.015289306640625
55688,layer_8,0.02618408203125
55689,layer_9,0.0243682861328125
55690,layer_10,0.03082275390625
55691,layer_11,0.0129852294921875
55692,layer_12,0.01386260986328125
55693,layer_13,0.0187835693359375
55694,layer_14,0.0330810546875
55695,layer_15,0.0894775390625
55696,layer_16,0.08544921875
55697,layer_17,0.01474761962890625
55698,layer_18,0.06768798828125
55699,layer_19,0.146728515625
55700,layer_20,0.06817626953125
55701,layer_21,0.078369140625
55702,layer_22,0.01322174072265625
55703,layer_23,0.0290679931640625
55704,layer_24,0.052825927734375
55705,layer_25,0.01348114013671875
55706,layer_26,0.05169677734375
55707,layer_27,0.05059814453125
55708,layer_28,0.06085205078125
55709,layer_29,0.1563720703125
55710,layer_30,0.0574951171875
55711,layer_31,0.01155853271484375
55712,layer_0,0.03717041015625
55713,layer_1,0.03582763671875
55714,layer_2,0.08746337890625
55715,layer_3,0.077880859375
55716,layer_4,0.0772705078125
55717,layer_5,0.050994873046875
55718,layer_6,0.0202484130859375
55719,layer_7,0.0007910728454589844
55720,layer_8,0.002964019775390625
55721,layer_9,0.0006489753723144531
55722,layer_10,0.0364990234375
55723,layer_11,0.0097503662109375
55724,layer_12,0.00882720947265625
55725,layer_13,0.00476837158203125
55726,layer_14,0.0265655517578125
55727,layer_15,0.07421875
55728,layer_16,0.077880859375
55729,layer_17,0.0032978057861328125
55730,layer_18,0.0499267578125
55731,layer_19,0.143310546875
55732,layer_20,0.04217529296875
55733,layer_21,0.055908203125
55734,layer_22,0.026092529296875
55735,layer_23,0.0107269287109375
55736,layer_24,0.041656494140625
55737,layer_25,0.0141754150390625
55738,layer_26,0.043487548828125
55739,layer_27,0.04425048828125
55740,layer_28,0.06268310546875
55741,layer_29,0.1724853515625
55742,layer_30,0.05535888671875
55743,layer_31,0.007266998291015625
55744,layer_0,0.00643157958984375
55745,layer_1,0.0224609375
55746,layer_2,0.05364990234375
55747,layer_3,0.0296783447265625
55748,layer_4,0.057525634765625
55749,layer_5,0.05975341796875
55750,layer_6,0.00537109375
55751,layer_7,0.029754638671875
55752,layer_8,0.02679443359375
55753,layer_9,0.016387939453125
55754,layer_10,0.035797119140625
55755,layer_11,0.0240478515625
55756,layer_12,0.00926971435546875
55757,layer_13,0.01467132568359375
55758,layer_14,0.036468505859375
55759,layer_15,0.08172607421875
55760,layer_16,0.07000732421875
55761,layer_17,0.00669097900390625
55762,layer_18,0.03753662109375
55763,layer_19,0.1224365234375
55764,layer_20,0.047149658203125
55765,layer_21,0.06231689453125
55766,layer_22,0.0227203369140625
55767,layer_23,0.037384033203125
55768,layer_24,0.05322265625
55769,layer_25,0.01004791259765625
55770,layer_26,0.0283355712890625
55771,layer_27,0.05767822265625
55772,layer_28,0.046356201171875
55773,layer_29,0.165771484375
55774,layer_30,0.01523590087890625
55775,layer_31,0.05029296875
55776,layer_0,0.0239715576171875
55777,layer_1,0.0245208740234375
55778,layer_2,0.06402587890625
55779,layer_3,0.058502197265625
55780,layer_4,0.060943603515625
55781,layer_5,0.08819580078125
55782,layer_6,0.0082855224609375
55783,layer_7,0.0067138671875
55784,layer_8,0.00606536865234375
55785,layer_9,0.0113067626953125
55786,layer_10,0.040313720703125
55787,layer_11,0.0006866455078125
55788,layer_12,0.03192138671875
55789,layer_13,0.01629638671875
55790,layer_14,0.0225372314453125
55791,layer_15,0.1004638671875
55792,layer_16,0.07867431640625
55793,layer_17,0.0081634521484375
55794,layer_18,0.052703857421875
55795,layer_19,0.1514892578125
55796,layer_20,0.07525634765625
55797,layer_21,0.0933837890625
55798,layer_22,0.0018091201782226562
55799,layer_23,0.0328369140625
55800,layer_24,0.09063720703125
55801,layer_25,0.033294677734375
55802,layer_26,0.04150390625
55803,layer_27,0.05859375
55804,layer_28,0.033111572265625
55805,layer_29,0.1763916015625
55806,layer_30,0.07135009765625
55807,layer_31,0.017242431640625
55808,layer_0,0.0087738037109375
55809,layer_1,0.0288848876953125
55810,layer_2,0.05450439453125
55811,layer_3,0.060211181640625
55812,layer_4,0.0655517578125
55813,layer_5,0.082763671875
55814,layer_6,0.002353668212890625
55815,layer_7,0.0053558349609375
55816,layer_8,0.00273895263671875
55817,layer_9,0.0153350830078125
55818,layer_10,0.036224365234375
55819,layer_11,0.0101165771484375
55820,layer_12,0.017608642578125
55821,layer_13,8.90493392944336e-05
55822,layer_14,0.040313720703125
55823,layer_15,0.0982666015625
55824,layer_16,0.0931396484375
55825,layer_17,0.002185821533203125
55826,layer_18,0.05938720703125
55827,layer_19,0.1463623046875
55828,layer_20,0.062164306640625
55829,layer_21,0.09063720703125
55830,layer_22,0.0129547119140625
55831,layer_23,0.04150390625
55832,layer_24,0.0714111328125
55833,layer_25,0.0253753662109375
55834,layer_26,0.05352783203125
55835,layer_27,0.0648193359375
55836,layer_28,0.052032470703125
55837,layer_29,0.1727294921875
55838,layer_30,0.0643310546875
55839,layer_31,0.0030651092529296875
55840,layer_0,0.0127105712890625
55841,layer_1,0.0155487060546875
55842,layer_2,0.058746337890625
55843,layer_3,0.050628662109375
55844,layer_4,0.0684814453125
55845,layer_5,0.07904052734375
55846,layer_6,0.00817108154296875
55847,layer_7,0.012176513671875
55848,layer_8,0.0006089210510253906
55849,layer_9,0.01416015625
55850,layer_10,0.035858154296875
55851,layer_11,0.0264892578125
55852,layer_12,0.0106048583984375
55853,layer_13,0.01678466796875
55854,layer_14,0.0416259765625
55855,layer_15,0.07958984375
55856,layer_16,0.075439453125
55857,layer_17,0.008392333984375
55858,layer_18,0.054595947265625
55859,layer_19,0.1439208984375
55860,layer_20,0.06915283203125
55861,layer_21,0.08245849609375
55862,layer_22,0.01446533203125
55863,layer_23,0.036773681640625
55864,layer_24,0.0560302734375
55865,layer_25,0.0181427001953125
55866,layer_26,0.04217529296875
55867,layer_27,0.052459716796875
55868,layer_28,0.065185546875
55869,layer_29,0.155029296875
55870,layer_30,0.0882568359375
55871,layer_31,7.176399230957031e-05
55872,layer_0,0.032012939453125
55873,layer_1,0.029144287109375
55874,layer_2,0.0638427734375
55875,layer_3,0.06085205078125
55876,layer_4,0.06121826171875
55877,layer_5,0.09100341796875
55878,layer_6,0.022552490234375
55879,layer_7,0.029693603515625
55880,layer_8,0.0179443359375
55881,layer_9,0.0276336669921875
55882,layer_10,0.02764892578125
55883,layer_11,0.004405975341796875
55884,layer_12,0.0203094482421875
55885,layer_13,0.00768280029296875
55886,layer_14,0.0296783447265625
55887,layer_15,0.0946044921875
55888,layer_16,0.0877685546875
55889,layer_17,0.0036773681640625
55890,layer_18,0.06964111328125
55891,layer_19,0.1444091796875
55892,layer_20,0.0679931640625
55893,layer_21,0.076171875
55894,layer_22,0.0257110595703125
55895,layer_23,0.0116729736328125
55896,layer_24,0.05926513671875
55897,layer_25,0.0199127197265625
55898,layer_26,0.036224365234375
55899,layer_27,0.054962158203125
55900,layer_28,0.04754638671875
55901,layer_29,0.1724853515625
55902,layer_30,0.036407470703125
55903,layer_31,0.033538818359375
55904,layer_0,0.04888916015625
55905,layer_1,0.037933349609375
55906,layer_2,0.0567626953125
55907,layer_3,0.07293701171875
55908,layer_4,0.0595703125
55909,layer_5,0.06866455078125
55910,layer_6,0.0034427642822265625
55911,layer_7,0.01739501953125
55912,layer_8,0.0139312744140625
55913,layer_9,0.00357818603515625
55914,layer_10,0.04840087890625
55915,layer_11,0.01122283935546875
55916,layer_12,0.0086822509765625
55917,layer_13,0.00907135009765625
55918,layer_14,0.0338134765625
55919,layer_15,0.0745849609375
55920,layer_16,0.0748291015625
55921,layer_17,0.009857177734375
55922,layer_18,0.0565185546875
55923,layer_19,0.134521484375
55924,layer_20,0.04693603515625
55925,layer_21,0.07574462890625
55926,layer_22,0.0306243896484375
55927,layer_23,0.0200042724609375
55928,layer_24,0.0452880859375
55929,layer_25,0.0005421638488769531
55930,layer_26,0.058929443359375
55931,layer_27,0.053924560546875
55932,layer_28,0.0355224609375
55933,layer_29,0.1666259765625
55934,layer_30,0.023681640625
55935,layer_31,0.0592041015625
55936,layer_0,0.0161285400390625
55937,layer_1,0.032806396484375
55938,layer_2,0.048828125
55939,layer_3,0.047210693359375
55940,layer_4,0.06500244140625
55941,layer_5,0.07928466796875
55942,layer_6,0.009735107421875
55943,layer_7,0.02178955078125
55944,layer_8,0.01177215576171875
55945,layer_9,0.0005736351013183594
55946,layer_10,0.04425048828125
55947,layer_11,0.019622802734375
55948,layer_12,0.016143798828125
55949,layer_13,0.0013952255249023438
55950,layer_14,0.03338623046875
55951,layer_15,0.08251953125
55952,layer_16,0.08416748046875
55953,layer_17,0.00913238525390625
55954,layer_18,0.042816162109375
55955,layer_19,0.112060546875
55956,layer_20,0.049468994140625
55957,layer_21,0.0743408203125
55958,layer_22,0.0019283294677734375
55959,layer_23,0.0276641845703125
55960,layer_24,0.056243896484375
55961,layer_25,0.020904541015625
55962,layer_26,0.046539306640625
55963,layer_27,0.0594482421875
55964,layer_28,0.02764892578125
55965,layer_29,0.171875
55966,layer_30,0.06982421875
55967,layer_31,0.046661376953125
55968,layer_0,0.01561737060546875
55969,layer_1,0.037567138671875
55970,layer_2,0.060455322265625
55971,layer_3,0.058441162109375
55972,layer_4,0.0628662109375
55973,layer_5,0.1015625
55974,layer_6,0.006317138671875
55975,layer_7,0.006317138671875
55976,layer_8,0.0022258758544921875
55977,layer_9,0.0235137939453125
55978,layer_10,0.039886474609375
55979,layer_11,0.0147705078125
55980,layer_12,0.0182037353515625
55981,layer_13,0.006198883056640625
55982,layer_14,0.023406982421875
55983,layer_15,0.09844970703125
55984,layer_16,0.07794189453125
55985,layer_17,0.0017108917236328125
55986,layer_18,0.053497314453125
55987,layer_19,0.1302490234375
55988,layer_20,0.0684814453125
55989,layer_21,0.0838623046875
55990,layer_22,0.0064697265625
55991,layer_23,0.048736572265625
55992,layer_24,0.06317138671875
55993,layer_25,0.0181427001953125
55994,layer_26,0.044769287109375
55995,layer_27,0.04730224609375
55996,layer_28,0.066650390625
55997,layer_29,0.1641845703125
55998,layer_30,0.11407470703125
55999,layer_31,0.00010317564010620117
56000,layer_0,0.03033447265625
56001,layer_1,0.0205535888671875
56002,layer_2,0.06280517578125
56003,layer_3,0.038177490234375
56004,layer_4,0.0755615234375
56005,layer_5,0.09246826171875
56006,layer_6,0.006786346435546875
56007,layer_7,0.0136871337890625
56008,layer_8,0.0033168792724609375
56009,layer_9,0.01983642578125
56010,layer_10,0.041229248046875
56011,layer_11,0.0179901123046875
56012,layer_12,0.01398468017578125
56013,layer_13,0.01540374755859375
56014,layer_14,0.0258636474609375
56015,layer_15,0.09576416015625
56016,layer_16,0.0782470703125
56017,layer_17,0.005451202392578125
56018,layer_18,0.04876708984375
56019,layer_19,0.1224365234375
56020,layer_20,0.05291748046875
56021,layer_21,0.08172607421875
56022,layer_22,0.01216888427734375
56023,layer_23,0.030487060546875
56024,layer_24,0.04595947265625
56025,layer_25,0.0008955001831054688
56026,layer_26,0.03228759765625
56027,layer_27,0.046478271484375
56028,layer_28,0.0469970703125
56029,layer_29,0.154296875
56030,layer_30,0.030914306640625
56031,layer_31,0.041961669921875
56032,layer_0,0.05615234375
56033,layer_1,0.005615234375
56034,layer_2,0.046234130859375
56035,layer_3,0.046844482421875
56036,layer_4,0.052520751953125
56037,layer_5,0.07708740234375
56038,layer_6,0.011871337890625
56039,layer_7,0.01806640625
56040,layer_8,0.0088043212890625
56041,layer_9,0.01390838623046875
56042,layer_10,0.04534912109375
56043,layer_11,0.01055908203125
56044,layer_12,0.0199737548828125
56045,layer_13,0.00769805908203125
56046,layer_14,0.02679443359375
56047,layer_15,0.09332275390625
56048,layer_16,0.08856201171875
56049,layer_17,0.01806640625
56050,layer_18,0.05010986328125
56051,layer_19,0.1295166015625
56052,layer_20,0.057647705078125
56053,layer_21,0.07659912109375
56054,layer_22,0.0197601318359375
56055,layer_23,0.010284423828125
56056,layer_24,0.04217529296875
56057,layer_25,0.0057830810546875
56058,layer_26,0.028900146484375
56059,layer_27,0.049407958984375
56060,layer_28,0.035125732421875
56061,layer_29,0.1575927734375
56062,layer_30,0.06048583984375
56063,layer_31,0.034149169921875
56064,layer_0,0.0221099853515625
56065,layer_1,0.025115966796875
56066,layer_2,0.046783447265625
56067,layer_3,0.038909912109375
56068,layer_4,0.05706787109375
56069,layer_5,0.078125
56070,layer_6,0.00424957275390625
56071,layer_7,0.0197601318359375
56072,layer_8,0.0088043212890625
56073,layer_9,0.0151214599609375
56074,layer_10,0.03509521484375
56075,layer_11,0.0164337158203125
56076,layer_12,0.0187835693359375
56077,layer_13,0.009979248046875
56078,layer_14,0.0278472900390625
56079,layer_15,0.08624267578125
56080,layer_16,0.069091796875
56081,layer_17,0.0121307373046875
56082,layer_18,0.0572509765625
56083,layer_19,0.1334228515625
56084,layer_20,0.056549072265625
56085,layer_21,0.09393310546875
56086,layer_22,0.016998291015625
56087,layer_23,0.035400390625
56088,layer_24,0.0310211181640625
56089,layer_25,0.005718231201171875
56090,layer_26,0.049896240234375
56091,layer_27,0.045654296875
56092,layer_28,0.06414794921875
56093,layer_29,0.1826171875
56094,layer_30,0.04986572265625
56095,layer_31,0.04058837890625
56096,layer_0,0.05438232421875
56097,layer_1,0.00908660888671875
56098,layer_2,0.04302978515625
56099,layer_3,0.057586669921875
56100,layer_4,0.059234619140625
56101,layer_5,0.074462890625
56102,layer_6,0.02056884765625
56103,layer_7,0.0006580352783203125
56104,layer_8,0.0184478759765625
56105,layer_9,0.02490234375
56106,layer_10,0.037689208984375
56107,layer_11,0.01094818115234375
56108,layer_12,0.0247650146484375
56109,layer_13,0.0025348663330078125
56110,layer_14,0.0313720703125
56111,layer_15,0.08074951171875
56112,layer_16,0.08984375
56113,layer_17,0.0037174224853515625
56114,layer_18,0.0660400390625
56115,layer_19,0.1502685546875
56116,layer_20,0.0750732421875
56117,layer_21,0.08111572265625
56118,layer_22,0.01171875
56119,layer_23,0.04547119140625
56120,layer_24,0.056640625
56121,layer_25,0.01143646240234375
56122,layer_26,0.06085205078125
56123,layer_27,0.0631103515625
56124,layer_28,0.0513916015625
56125,layer_29,0.145263671875
56126,layer_30,0.05279541015625
56127,layer_31,0.02288818359375
56128,layer_0,0.0567626953125
56129,layer_1,0.01934814453125
56130,layer_2,0.08099365234375
56131,layer_3,0.040374755859375
56132,layer_4,0.077392578125
56133,layer_5,0.050689697265625
56134,layer_6,0.0128936767578125
56135,layer_7,0.01488494873046875
56136,layer_8,0.034393310546875
56137,layer_9,0.03326416015625
56138,layer_10,0.022216796875
56139,layer_11,0.0047607421875
56140,layer_12,0.04046630859375
56141,layer_13,0.0020847320556640625
56142,layer_14,0.0306396484375
56143,layer_15,0.0794677734375
56144,layer_16,0.08465576171875
56145,layer_17,0.01009368896484375
56146,layer_18,0.0596923828125
56147,layer_19,0.1517333984375
56148,layer_20,0.07598876953125
56149,layer_21,0.08489990234375
56150,layer_22,0.0229949951171875
56151,layer_23,0.03765869140625
56152,layer_24,0.05712890625
56153,layer_25,0.00592803955078125
56154,layer_26,0.057464599609375
56155,layer_27,0.058929443359375
56156,layer_28,0.07513427734375
56157,layer_29,0.1514892578125
56158,layer_30,0.098388671875
56159,layer_31,0.0293426513671875
56160,layer_0,0.02923583984375
56161,layer_1,0.03167724609375
56162,layer_2,0.0731201171875
56163,layer_3,0.03631591796875
56164,layer_4,0.07269287109375
56165,layer_5,0.08154296875
56166,layer_6,0.0164794921875
56167,layer_7,0.005931854248046875
56168,layer_8,0.0157928466796875
56169,layer_9,0.025299072265625
56170,layer_10,0.038299560546875
56171,layer_11,0.009918212890625
56172,layer_12,0.01812744140625
56173,layer_13,0.01338958740234375
56174,layer_14,0.0301666259765625
56175,layer_15,0.07379150390625
56176,layer_16,0.0687255859375
56177,layer_17,0.0137481689453125
56178,layer_18,0.03326416015625
56179,layer_19,0.1173095703125
56180,layer_20,0.05096435546875
56181,layer_21,0.0631103515625
56182,layer_22,0.01194000244140625
56183,layer_23,0.043121337890625
56184,layer_24,0.042877197265625
56185,layer_25,0.0015316009521484375
56186,layer_26,0.03582763671875
56187,layer_27,0.057220458984375
56188,layer_28,0.0246734619140625
56189,layer_29,0.1541748046875
56190,layer_30,0.050262451171875
56191,layer_31,0.049713134765625
56192,layer_0,0.040496826171875
56193,layer_1,0.050628662109375
56194,layer_2,0.0750732421875
56195,layer_3,0.0633544921875
56196,layer_4,0.074951171875
56197,layer_5,0.08636474609375
56198,layer_6,0.0203857421875
56199,layer_7,0.003692626953125
56200,layer_8,0.0012712478637695312
56201,layer_9,0.01580810546875
56202,layer_10,0.045166015625
56203,layer_11,0.01018524169921875
56204,layer_12,0.0175018310546875
56205,layer_13,0.01354217529296875
56206,layer_14,0.024993896484375
56207,layer_15,0.0848388671875
56208,layer_16,0.0860595703125
56209,layer_17,0.0160980224609375
56210,layer_18,0.04046630859375
56211,layer_19,0.12005615234375
56212,layer_20,0.038421630859375
56213,layer_21,0.07769775390625
56214,layer_22,0.0372314453125
56215,layer_23,0.0149993896484375
56216,layer_24,0.0374755859375
56217,layer_25,0.01096343994140625
56218,layer_26,0.045074462890625
56219,layer_27,0.051055908203125
56220,layer_28,0.070068359375
56221,layer_29,0.18505859375
56222,layer_30,0.07843017578125
56223,layer_31,0.020782470703125
56224,layer_0,0.006107330322265625
56225,layer_1,0.03338623046875
56226,layer_2,0.059478759765625
56227,layer_3,0.0574951171875
56228,layer_4,0.07745361328125
56229,layer_5,0.09393310546875
56230,layer_6,0.0246124267578125
56231,layer_7,0.00510406494140625
56232,layer_8,0.005157470703125
56233,layer_9,0.00862884521484375
56234,layer_10,0.041290283203125
56235,layer_11,0.0038967132568359375
56236,layer_12,0.00856781005859375
56237,layer_13,0.005706787109375
56238,layer_14,0.039581298828125
56239,layer_15,0.0880126953125
56240,layer_16,0.0819091796875
56241,layer_17,0.0008568763732910156
56242,layer_18,0.051544189453125
56243,layer_19,0.12213134765625
56244,layer_20,0.054473876953125
56245,layer_21,0.07696533203125
56246,layer_22,0.01849365234375
56247,layer_23,0.0382080078125
56248,layer_24,0.03875732421875
56249,layer_25,0.0035343170166015625
56250,layer_26,0.0374755859375
56251,layer_27,0.059295654296875
56252,layer_28,0.039703369140625
56253,layer_29,0.1605224609375
56254,layer_30,0.058380126953125
